paper_i,paper_j,score
0204001,0107119,0.0724393777531
0204001,0010060,0.0772686696033
0204001,9712071,0.0869272533037
0204001,0202150,0.100449270484
0204001,0203231,0.610759076874
0204001,0110146,0.101415128854
0204001,0204002,0.271889131166
0204001,0204234,0.023180600881
0204001,9711200,0.210074195484
0204001,0203255,0.249849999268
0204001,0001024,0.0772686696033
0204001,0004074,0.0579515022024
0204001,9805112,0.0869272533037
0204001,9802150,0.262391523861
0204001,0203018,0.520451319275
0204001,0002230,0.0869272533037
0204001,9909098,0.0772686696033
0204001,0204026,0.339499217069
0204001,0204025,0.206693691189
0204001,9804027,0.0869272533037
0204001,0011156,0.103024892804
0204001,9907206,0.101415128854
0204001,9812087,0.0869272533037
0204001,0204004,0.211522983039
0204001,9907219,0.023180600881
0204001,0204226,0.023180600881
0204001,9910053,0.0772686696033
0204001,9803001,0.0869272533037
0204001,9612080,0.0869272533037
0204001,0012234,0.0869272533037
0204001,0103148,0.0772686696033
0204001,0112198,0.189952146108
0204001,0204174,0.119766437885
0204001,0204054,0.0507075644271
0204001,9902210,0.101415128854
0204001,9311081,0.0948297308767
0204001,9908162,0.023180600881
0204001,0204200,0.023180600881
0204001,0008015,0.0869272533037
0204001,0009142,0.0772686696033
0204001,0112119,0.0869272533037
0204001,0203028,0.618793262406
0204001,9606139,0.0579515022024
0204001,0204196,0.023180600881
0204001,9805096,0.0869272533037
0204001,9407099,0.17209840048
0204001,0111210,0.103024892804
0204001,9705040,0.144878755506
0204001,0203248,0.248562188108
0204001,0204033,0.188342382158
0204001,9908142,0.0579515022024
0204001,0204051,0.0507075644271
9812089,9803051,0
9812089,9802042,0
9812089,9803023,0
9705165,9606185,0
9705165,9603194,0
9705165,9612146,0
9705165,9603061,0
9705165,9702076,0
9705165,9702109,0
9705165,9611189,0
9705165,9609053,0
9705165,9605016,0
9705165,9603109,0
9705165,9604091,0
9705165,9602064,0
9705165,9612051,0
9705165,9605234,0
9705165,9604065,0
0003029,9605046,0
9511017,9410167,1.0
9511017,9509106,1.0
9511017,9505162,1.0
9511017,9412200,0.0
9511017,9204035,0.0
9511017,9507113,1.0
9511017,9504006,1.0
0012251,0011002,0.571428571429
0012251,9811237,0.571428571429
0012251,0101162,0.571428571429
0012251,0008227,0.571428571429
0012251,0012222,0.571428571429
0012251,0009191,1.0
0012251,0101125,0.571428571429
0012251,0008127,0.571428571429
0012251,0007255,0.571428571429
0012251,0011009,0.571428571429
0012251,0012198,0.571428571429
0012251,0010028,0.571428571429
0012251,0010108,1.0
0012251,0009090,0.428571428571
0012251,0010021,0.571428571429
0012251,0003221,1.0
0012251,0010181,1.0
0012251,0012210,0.571428571429
0012251,0008252,1.0
0012251,0008033,0.428571428571
0012251,9909062,1.0
0012251,0001201,1.0
0012251,0010034,0.571428571429
0012251,0101014,0.571428571429
0012251,9208027,0.571428571429
0012251,0003160,1.0
0012251,9407190,0.571428571429
0012251,0102071,0.571428571429
0012251,0003122,0.428571428571
0012251,0003101,1.0
0009191,0009038,0.571428571429
0009191,9910053,0.428571428571
0009191,9908040,0.428571428571
0009191,0002211,0.428571428571
0009191,0003037,0.428571428571
0009191,9909072,0.428571428571
0009191,0003101,0.428571428571
0009191,0009090,0.571428571429
0212227,9804083,0
0212225,9604199,0
0212225,0212095,0
0212225,0210239,0
0212225,0209085,0
0212225,0211274,0
0212225,0210148,0
0212225,0211069,0
0212225,0211245,0
0212225,0212274,0
0212225,9609041,0
0212225,0303065,0
0212225,0008142,0
0212225,0211259,0
0212225,0212025,0
0212225,9402044,0
0212225,0205297,0
0212225,9801060,0
0212225,0212121,0
0212225,0301217,0
9607184,9603126,0
9607184,9510225,0
9607184,9510079,0
9607184,9511108,0
9607184,9511171,0
9607184,9511164,0
9607184,9603170,0
9607184,9603037,0
9607184,9512062,0
9607184,9512059,0
9607184,9608154,0
9607184,9609017,0
9607184,9512161,0
9607184,9601108,0
0104068,9803120,0
0104068,9906048,0
0003020,0002091,0
0003020,0004124,0
0003020,0001159,0
0003020,0002160,0
0003020,9711200,0
0003020,9201007,0
0003020,0002132,0
0003020,0003052,0
0003020,0008151,0
0111238,9905111,0.314371257485
0111238,0110238,0.104790419162
0111238,0110031,0.685628742515
0111238,0106247,0.580838323353
0111238,9803131,0.209580838323
0111238,9902183,0.134730538922
0111238,0109122,0.104790419162
0111238,0107067,0.299401197605
0111238,0104159,0.314371257485
0111238,0110143,0.104790419162
0111238,0112045,0.134730538922
0111238,0003052,0.104790419162
0111238,0106191,1.0
0111238,0112009,0.104790419162
0111238,9903214,0.104790419162
0111238,0112066,0.134730538922
0111238,0112140,0.134730538922
0111238,0107234,0.209580838323
0111238,9902126,0.251497005988
0111238,0102113,0.670658682635
0111238,0011115,0.670658682635
0111238,0112093,0.134730538922
0111238,0109057,0.760479041916
0111238,0103241,0.461077844311
0111238,0106086,0.419161676647
0111238,9403137,0.0898203592814
0111238,0102138,0.209580838323
0111238,0111276,0.104790419162
0111238,0111217,0.239520958084
9802121,9606033,0
9802121,9612089,0
9802121,9803006,0
9802121,9609212,0
9802121,9412184,0
9802121,9512059,0
9802121,9702164,0
9802121,9701088,0
9802121,9805113,0
9802121,9704120,0
9609145,9510129,0.4
9609145,9609062,0.7
9609145,9609104,0.7
9509050,9411187,0
9509050,9506106,0
9509050,9504147,0
9509050,9202014,0
9509050,9210015,0
0003122,0005031,0
0003122,0006071,0
0003124,9911116,0.230769230769
0003124,0006071,0.230769230769
0003124,0003160,0.769230769231
0003124,0005031,0.230769230769
0003124,9812031,0.230769230769
0003124,0001201,0.230769230769
9806008,9806044,0
9806008,9803131,0
9806008,9711200,0
9806008,9803086,0
9806008,9805096,0
9806008,9802150,0
9806008,9802103,0
0109065,9905111,0
0109065,9810243,0
0109065,9901128,0
0109065,0105254,0
0109065,0003203,0
0109065,9902047,0
0109065,9907085,0
9712159,9709099,0.6
9712159,9710217,0.6
9712159,9712185,0.0
9712159,9709091,0.6
9712159,9603081,0.0
9712159,9702108,1.0
9712159,9709122,0.0
9712159,9705053,0.6
9712159,9707228,0.4
9712159,9704018,0.6
9712159,9705110,0.4
9712159,9712077,0.0
9712159,9708022,0.6
9712159,9612223,1.0
9712159,9706196,0.6
9802057,9704173,0.25
9802057,9903008,0.25
9802057,9409195,0.375
9802057,9701082,0.625
9802057,9709030,0.375
9802057,9902126,0.25
9802057,9811089,0.625
9802057,9212049,0.25
9802057,9909061,0.25
9802057,9910169,0.25
9802057,9906006,0.25
9802057,9907032,0.25
9711179,9410167,0
9711179,9708085,0
9711179,9703030,0
9711179,9710027,0
9711179,9712047,0
9711179,9704018,0
9711179,9709139,0
9711179,9512181,0
9711179,9705175,0
9608117,9401139,0
9608117,9508064,0
9608117,9601036,0
9608117,9605150,0
9608117,9604052,0
9608117,9611159,0
9608117,9603161,0
9608117,9611050,0
9608117,9604166,0
9608117,9512059,0
9608117,9604055,0
9608117,9611203,0
9608117,9504027,0
9608117,9604189,0
0204066,0009176,0
0204066,0111135,0
0002230,0010141,0
0002230,0002091,0
0002230,0009176,0
0002230,9906030,0
0002230,9807098,0
0002230,9904010,0
0002230,0103231,0
0002230,0007064,0
0002230,9203082,0
0002230,9902022,0
0002230,9808017,0
0002237,9305139,0.226130653266
0002237,9703217,0.35175879397
0002237,0006071,0.422110552764
0002237,9912249,0.384422110553
0002237,9202015,0.35175879397
0002237,0005006,0.263819095477
0002237,0005036,0.263819095477
0002237,0005031,0.422110552764
0002237,9812031,1.0
0002237,9402113,1.0
0002140,9710066,0.448979591837
0002140,9710141,0.510204081633
0002140,9806042,0.204081632653
0002140,9610074,0.30612244898
0002140,9602022,0.204081632653
0002140,9802047,0.204081632653
0002140,9810226,0.204081632653
0002140,9802150,0.489795918367
0002140,9603116,0.244897959184
0002140,9711200,0.897959183673
0301150,0202111,0.0
0301150,0211217,0.364217252396
0301150,9311037,0.0
0301150,0211257,0.0
0301150,0206020,0.149520766773
0301150,0201145,0.149520766773
0301150,0210102,0.746325878594
0301150,0206221,0.576357827476
0301150,0209011,0.373801916933
0301150,0206167,0.68945686901
0301150,0210246,0.538658146965
0301150,9711200,0.115015974441
0301150,0005182,0.149520766773
0301150,0208010,0.149520766773
0301150,0204183,0.0
0301150,0208232,0.488817891374
0301150,0207067,0.149520766773
0301150,9802150,0.115015974441
0301150,0301036,0.249201277955
0301150,9807098,0.249201277955
0301150,0301250,0.115015974441
0301150,0209047,0.0
0301150,9905085,0.149520766773
0301150,0212118,0.398722044728
0301150,0205048,0.166134185304
0301150,0212208,0.398722044728
0301150,0205218,0.124600638978
0301150,0205279,0.207667731629
0301150,0205089,1.0
0301150,0205311,0.451757188498
0301150,9906188,0.149520766773
0301150,0204051,0.0
0212032,0211274,0.480024585126
0212032,0210281,0.80393362016
0212032,0104037,0.283958205286
0212032,0209225,0.141979102643
0212032,0212231,0.0946527350953
0212032,0212025,0.324523663184
0212032,0008142,0.30762138906
0212032,0212121,0.19606637984
0212032,0212082,0.175783650891
0212032,0212083,0.338045482483
0212032,0210183,0.858020897357
0212032,0212253,0.175783650891
0212032,0212069,0.317762753534
0212032,0301071,0.0811309157959
0212032,0212065,0.236631837738
0212032,9711200,0.141979102643
0212032,9701009,0.101413644745
0212032,0301011,0.101413644745
0212032,0110028,0.365089121082
0212032,0211245,0.530731407498
0212032,0211241,0.361708666257
0212032,9609145,0.267055931162
0212032,0212225,0.175783650891
0212032,0210135,0.578057775046
0212032,0108120,0.30762138906
0212032,0212095,0.277197295636
0212032,9602174,0.0811309157959
0212032,0212079,0.223110018439
0212032,9811131,0.30762138906
0212032,0208048,0.716041794714
0212032,0212212,0.19606637984
0212032,9712005,0.101413644745
9803188,9809034,0.0
9803188,9710066,0.594594594595
9803188,9806085,0.27027027027
9803188,9812161,0.0
9803188,9708003,0.0
9803188,9807199,0.0
9803188,9602022,0.0
9803188,9802150,0.0
9803188,9804028,0.594594594595
9803188,9708034,0.0
9803188,9612121,0.0
9803188,9707215,1.0
9803188,9712004,0.0
0002094,9905175,0.0
0002094,9708154,0.0
0002094,0002070,0.0
0002094,0106241,0.0
0002094,0109004,0.0
0002094,0112249,0.0
0002094,0103239,0.0
0002094,0106041,0.0
0002094,9709030,0.5
0002094,0110286,0.0
0002094,9705050,0.0
0002094,0203013,0.0
0002094,9704013,0.0
0002094,9806051,0.0
0002094,9607201,0.0
0002094,9210021,0.0
0002094,0005032,0.0
0002094,9401139,0.0
0002094,9908102,0.0
0002094,9701154,0.0
0002094,9211021,1.0
0002094,9809105,0.0
0002094,9705193,0.0
0002094,9607050,0.0
0002094,9803235,0.0
9812074,9812161,0
9812074,9811101,0
9812074,9612008,0
0002091,9810155,0.5
9812078,9303139,0
9812078,9201013,0
9812078,9702182,0
9812078,9902205,0
9812078,9710146,0
9812078,9703072,0
9812078,9510183,0
9812078,9510182,0
9812078,9712018,0
9812078,9801036,0
9812078,9402147,0
9812078,9510224,0
9812078,9610156,0
9812078,9510129,0
9812078,9803126,0
9812078,9709193,0
9812078,9603140,0
9812078,9205110,0
9812078,9711102,0
9812078,9712062,0
9812078,9711108,0
9812078,9712109,0
9812078,9601168,0
9812078,9902030,0
9812078,9505074,0
9510183,9401139,0
9510183,9510142,0
9510183,9508154,0
9510183,9510228,0
9510183,9506126,0
9510183,9403088,0
9510183,9511164,0
9510183,9511030,0
9510183,9412184,0
9510183,9510234,0
9510183,9410167,0
9510183,9505073,0
9510183,9507113,0
9510183,9301042,0
9510183,9501030,0
9510183,9506075,0
9803051,9712202,0
9803051,9802042,0
9803051,9512062,0
9803051,9802150,0
0101083,9802150,0
0006066,9906194,0
0006066,9811120,0
0006066,9802150,0
0006066,9711200,0
0006064,9607181,0
0006064,9509066,0
0006064,9709100,0
9912007,0001138,0
9912007,0003051,0
9912007,9910110,0
9912007,0003096,0
0006069,0001113,0
0006069,0006146,0
0006069,0007177,0
0006069,0005127,0
0006069,0010232,0
0006069,0012044,0
0006069,0007064,0
0207029,0010141,0
0207029,9711200,0
0207029,0009160,0
0207029,0004166,0
0207029,0101164,0
0207029,0001192,0
0207029,0001122,0
0207029,0003052,0
0207029,0204218,0
9703134,9510097,0
9703134,9205027,0
9703134,9609176,0
9703134,9603090,0
9703134,9512127,0
9703134,9412184,0
9703134,9607201,0
9703134,9701054,0
9703134,9502072,0
9703134,9705169,0
9703134,9512089,0
9703134,9201029,0
9703134,9605032,0
9703134,9611014,0
9612236,9602022,0.666666666667
9612236,9610172,0.666666666667
9612236,9607043,0.666666666667
9612236,9612089,1.0
9612236,9605059,0.333333333333
9612236,9612095,0.333333333333
9612236,9601029,1.0
9612236,9601177,0.333333333333
9612236,9701092,0.333333333333
9612236,9604091,0.0
9612236,9701042,0.333333333333
9612236,9701088,0.333333333333
9612236,9608095,0.0
9612236,9602052,0.0
0206221,0202021,0.0958904109589
0206221,9905111,0.141991570074
0206221,0208148,0.462460484721
0206221,0206248,0.659246575342
0206221,0206103,0.0958904109589
0206221,0208209,0.11301369863
0206221,0205015,0.141991570074
0206221,0205244,0.0958904109589
0206221,0206167,0.395547945205
0206221,0205321,0.282534246575
0206221,0201253,0.141991570074
0206221,9711200,0.369731296101
0206221,0208010,0.131849315068
0206221,0208232,0.11301369863
0206221,0208178,0.359589041096
0206221,0205048,0.633429926238
0206221,0205213,0.131849315068
0206221,0205066,0.491438356164
0206221,0209002,0.208904109589
0206221,0205174,0.349446786091
0206221,0203248,0.131849315068
9707157,9510097,0.0
9707157,9606185,0.0
9707157,9610250,0.0
9707157,9705192,0.333333333333
9707157,9704172,0.0
9707157,9205027,0.333333333333
9707157,9710046,0.0
9707157,9704156,0.666666666667
9707157,9705078,0.666666666667
9707157,9204099,0.0
9707157,9712118,0.0
9707157,9606033,0.0
9707157,9706204,0.0
9707157,9607149,0.333333333333
9707157,9611189,0.0
9707157,9605091,0.0
9707157,9605234,1.0
9707157,9702153,0.0
9707157,9601029,1.0
9707157,9703040,0.666666666667
9707157,9610045,0.0
9707157,9607235,0.0
0001143,9911116,0
0001143,0002211,0
0001143,9512062,0
0001143,9512059,0
0001143,9909062,0
0001143,9908142,0
9601164,9406198,0
9601164,9201040,0
9907012,9709022,0
9907012,9710188,0
9907011,9711127,0
9907011,9711055,0
9907011,9206026,0
0212278,9705131,0
0212278,0110187,0
0212278,0110034,0
0212278,9511164,0
0212278,9811021,0
0212278,0103233,0
0212278,0102128,0
0212278,0203267,0
0212278,9605032,0
9907019,9602022,0.0
9907019,9801049,0.0
9907019,9608095,0.5
9907019,9610167,0.5
9907019,9512062,0.5
9907019,9611047,0.0
9907019,9607201,0.5
9907019,9612121,0.5
9907019,9512181,0.0
9907019,9612095,0.5
9601168,9512017,0.5
0303153,0202021,0
0303153,0203140,0
0303153,0203231,0
0303153,0203082,0
0303153,0202109,0
0303153,0203229,0
0303153,0203028,0
0303153,9809045,0
0303153,0204025,0
9809132,9803137,0
9809132,9805112,0
9809132,9803251,0
9507113,9508064,0.255474452555
9507113,9508044,0.255474452555
9507113,9508155,0.43795620438
9507113,9508154,0.306569343066
9507113,9206016,0.0
9507113,9508094,0.0
9507113,9510182,0.0
9507113,9211121,0.0
9507113,9412200,0.0
9507113,9504027,0.0
9507113,9506077,0.255474452555
9507113,9509106,0.43795620438
0103152,9804115,0
0103152,9701166,0
0103152,9612080,0
0211245,9802007,0
0211245,0211098,0
0211245,0211241,0
0211245,0211254,0
0211245,0211234,0
0211245,9711194,0
9903033,9802150,0
0211028,0101020,0
0211028,0104262,0
0211028,0205129,0
0211028,0201127,0
0211028,0011127,0
0010027,0003007,0.425531914894
0010027,9903107,0.68085106383
0010027,0004085,0.31914893617
0010027,0005129,0.744680851064
0010027,0006014,0.31914893617
0010027,0005073,0.0
0010027,0003160,0.0
0010027,0002158,0.0
0010027,0003216,0.574468085106
0010027,0005208,0.31914893617
0010027,9910004,0.0
0010027,0005272,0.31914893617
0010027,9911041,0.0
0010027,0004183,0.744680851064
0010027,9810072,0.0
0010027,0003227,0.255319148936
0010027,0004013,0.744680851064
0010027,0001089,0.255319148936
0010027,9912140,0.574468085106
0010021,9805019,0.0
0010021,0006071,1.0
0010021,0011033,0.0
0010021,9811237,0.666666666667
0010021,9910053,0.333333333333
0010021,9908040,0.333333333333
0010021,0102192,0.0
0010021,0002211,0.333333333333
0010021,0008053,1.0
0010021,0008227,1.0
0010021,0005006,1.0
0010021,0003037,0.333333333333
0010021,9909072,0.333333333333
0010021,0005031,1.0
0010021,0003101,0.333333333333
0010021,0001201,0.0
0010023,9906031,0
0010023,0003085,0
0010023,9905230,0
0010023,0001055,0
9705118,9703099,0.13698630137
9705118,9806161,0.13698630137
9705118,9701088,0.205479452055
9705118,9606009,0.13698630137
9705118,9804087,0.13698630137
9705118,9602022,0.13698630137
9705118,9806095,0.0
9705118,9602064,0.13698630137
9705118,9705093,0.342465753425
9705118,9809076,0.13698630137
9705118,9701127,0.205479452055
9705118,9203051,0.205479452055
9705118,9807115,0.0
9705118,9804157,0.13698630137
9705118,9705162,0.13698630137
9705118,9707110,0.205479452055
9705118,9604103,0.205479452055
9705118,9207060,0.0
9705118,9708003,0.13698630137
9705118,9201020,0.13698630137
9705118,9512062,0.479452054795
9705118,9711055,0.205479452055
9705118,9709002,0.13698630137
9705118,9705064,0.342465753425
9705118,9609217,0.13698630137
9705118,9709069,0.205479452055
9705118,9607201,0.13698630137
9705118,9201004,0.205479452055
9705118,9705040,0.342465753425
9705118,9602071,0.13698630137
0201136,9805019,0.166666666667
0201136,0111129,0.166666666667
0201136,0105059,0.166666666667
0201136,0006240,0.166666666667
0201136,0112231,0.166666666667
0201136,0003160,0.166666666667
0201136,0111208,0.166666666667
0201136,0101162,0.166666666667
0201136,0102085,1.0
0201136,0109182,0.166666666667
0201136,0111069,0.0
0201136,0106048,0.0
0201136,0009105,0.166666666667
0201136,0105024,0.166666666667
0201136,0106107,0.0
0201136,0204260,0.0
0204049,0103171,1.0
0204049,0007146,0.5
0204049,0106113,1.0
0204049,9806240,0.5
0205129,0112045,0
0205129,0106113,0
0205129,0110108,0
0205129,0111093,0
9804095,9711138,0
9804095,9702109,0
9804095,9805014,0
9804095,9603109,0
9804095,9605234,0
9804095,9801151,0
9804097,9703072,0
9804097,9708041,0
9804097,9711143,0
9804097,9712135,0
9804097,9706082,0
9804097,9706127,0
9804096,9407005,0.375
9804096,9708008,0.25
9804096,9706221,0.625
9804096,9708154,0.625
9804096,9701154,1.0
9804096,9203033,0.375
9804096,9609152,0.625
9804096,9412184,0.25
9804096,9205046,0.25
9804096,9701082,0.25
9804096,9609087,0.25
0205123,9505175,0
0211220,0211217,0.228242074928
0211220,0206248,0.329682997118
0211220,0207067,0.148357348703
0211220,0211032,0.574409221902
0211220,0210102,0.508472622478
0211220,0209011,0.197809798271
0211220,0206167,0.609913544669
0211220,0206065,0.653832853026
0211220,9711200,0.228242074928
0211220,0112044,0.689798270893
0211220,9802150,0.228242074928
0211220,0210153,0.148357348703
0211220,0202021,0.838155619597
0211220,0208178,1.0
0211220,0202109,0.329682997118
0211220,0209263,0.574409221902
0211220,0301150,0.228242074928
0211220,0301250,0.228242074928
0211220,0212118,0.148357348703
0211220,0212208,0.148357348703
0211220,0205218,0.197809798271
0211220,0205279,0.491527377522
0211220,0205311,0.851642651297
0211220,0208232,0.426051873199
9903107,9711097,0
