paper_i,paper_j
9903210,9809100
9903210,9812088
9903210,9508154
9903210,9611050
9903210,9805191
9903210,9812093
9903210,9502077
9903210,9611214
9903210,9710102
9903210,9709058
9903210,9602064
9903210,9410167
9903210,9806199
9903210,9610237
9903210,9603194
9903210,9604065
9903213,9806103
9903213,9612095
9903213,9802163
9903213,9704089
9903213,9803116
9903213,9702163
9903213,9806197
9903213,9710046
9903213,9705079
9903213,9902208
9903213,9711200
9903213,9601177
9903213,9803103
9903213,9903091
9903213,9807033
9903213,9707093
9903213,9705221
9903213,9902045
9903213,9610171
9903213,9707079
9903213,9903038
9903213,9604035
9903213,9802042
9903213,9604166
9903213,9801049
9903213,9604168
9903213,9902210
9903213,9902098
9903213,9704143
9903213,9809065
9903213,9703041
9903213,9803231
9903213,9812159
9903213,9704120
9903213,9805121
9903212,9901103
9903212,9812093
9903212,9708049
9903212,9811089
9903212,9810155
9903212,9603133
9903212,9805157
9903212,9803235
9903215,9709013
9903215,9304121
9903215,9802033
9903215,9703072
9903215,9803014
9903215,9806011
9903215,9603002
9903215,9602022
9903215,9708017
9903215,9610053
9903215,9712018
9903215,9812028
9903215,9803142
9903215,9805220
9903215,9804210
9903215,9608183
9903215,9605150
9903214,9510097
9903214,9902170
9903214,9507090
9903214,9203018
9903214,9508094
9903214,9901149
9903214,9604035
9903214,9903143
9903214,9803131
9903214,9810123
9903214,9612229
9903214,9811120
9903214,9903078
9903214,9802150
9903214,9605051
9903214,9903132
9903214,9711200
9903214,9512177
9903214,9808100
0112147,9710121
0112147,0107138
0112147,9904207
0112147,0007024
0112147,0105204
0112147,0105155
0112147,9908130
0112147,9606139
0112147,9910170
0112147,0112147
0112147,0010105
0112147,0011269
0112147,0107166
0112147,0107036
0112147,0011073
0112147,0008250
0112147,9405187
0112147,0012156
0112147,0107143
0112147,9912204
0112147,0004165
0112147,0110271
0112140,0103078
0112140,0110031
0112140,0106247
0112140,0012143
0112140,0107134
0112140,0105070
0112140,0004056
0112140,0102042
0112140,0112009
0112140,0105052
0112140,9711200
0112140,0106191
0112140,0112045
0112140,0102113
0112140,0101083
0112140,0111093
0112140,0007064
0112140,9802150
0112140,0103108
0112140,0111276
0112140,0011115
0112140,0101073
0112140,0111008
0112140,0103241
0112140,0111238
0112140,0102138
0112140,0111085
0112140,0111217
0112140,0004126
9909103,9909070
9909103,9909058
9909103,9902071
9909103,9711027
9909103,9803235
9909103,9905210
9909103,9804096
9909103,9811133
0108234,9910170
0108234,0010196
0108234,0006047
0108234,0104126
0108234,9906200
0108234,0105045
0108234,0012179
0108234,9912151
0108234,9903053
0108234,9811131
0108234,0003242
0108234,0007075
0108234,0005247
0108234,9301042
0108234,0108229
0108234,0002222
0108233,9410167
0108233,9711081
0108233,9611050
0108233,0008015
0108233,9801182
0108233,9910053
0108233,9910052
0108233,9904095
0108233,9711078
0108231,9811031
0108231,9705120
0108231,9911221
0108231,9912271
0108231,0105121
0108231,0008167
0108231,9706079
9704156,9603126
9704156,9703146
9704156,9606185
9704156,9610172
9704156,9602043
9704156,9411187
9704156,9601029
9704156,9702109
9704156,9701187
9704156,9609053
9704156,9607149
9704156,9601152
9704156,9611189
9704156,9703040
9704156,9504147
9704156,9605234
9704156,9603109
9704151,9703052
9704151,9301042
9704151,9603150
9704151,9610251
9704151,9612181
9502091,9202006
9502091,9209083
9502091,9208012
9502091,9206015
9502091,9306077
9502091,9201010
9502091,9201011
9502091,9201001
9502091,9201013
9502091,9201003
9502091,9204083
9502091,9209074
0105225,0103167
0105225,0103067
0105225,0103115
0105225,0007191
0105225,0105045
0105225,9511164
0105225,9604034
0105225,9710116
0105225,9609239
0105225,9811131
0105225,0104037
0105225,9706110
0105225,0005247
0105225,0008142
0105225,9706109
0105225,0105066
0105225,0002222
9807033,9806197
9807033,9806103
9807033,9608024
9807033,9804123
9807033,9708005
9807033,9711200
9807033,9701093
9807033,9604166
9807033,9803171
9807033,9805112
9807033,9802150
9807033,9803251
9807033,9804058
9807033,9602052
9807033,9803076
9807033,9805156
9807033,9803214
9807034,9606130
9807034,9705240
9807034,9711155
9807034,9711200
9807034,9303160
9807034,9802150
9807034,9803251
0009016,9806051
0009016,9806120
0009016,9711200
0009016,9803231
0009016,9807137
0009016,9803235
0009016,9706192
0009015,0005054
0009015,9909058
0009015,9905200
0009015,9804083
0009015,0007234
0009015,0003286
0009015,9711200
0009015,0001041
0009015,9802150
0009015,0002125
0009015,9906194
0009015,0007062
0009015,9905046
0009015,9904179
0009015,9909047
0009015,0008081
0009015,9903026
0009015,9904010
0009015,9905081
0009015,9904017
0009015,0001122
0009015,9909121
0009015,0003147
0009015,9806087
0009015,9905180
0009015,9903033
0009019,9606185
0009019,0008203
0009019,9804085
0009019,9602043
0009019,9411187
0009019,0008186
0009019,9907144
0009019,0007067
0009019,0004072
0009019,0005087
0009019,0006196
0009019,0006239
0009019,9907100
0009019,9910053
0009019,9607149
0009019,9504147
0009019,9605234
0009019,9711078
0009019,0008015
0009019,9601029
0009019,9902059
0009019,0008088
9602052,9510225
9602052,9410167
9602052,9203031
9602052,9512203
9602052,9509132
9602052,9511159
9602052,9504047
9602052,9601029
9602052,9511030
9602052,0208020
9602052,9512062
9602052,9601057
9602052,9512059
9602052,9512078
9602052,9201054
9612015,9406198
9612015,9511053
9612015,9411187
9612015,9603061
9612015,9601029
9612015,9605085
9612015,9509108
9612015,9510134
9612015,9611050
9612015,9508094
9612015,9412184
9612015,9410167
9612015,9504047
9612015,9603109
9612015,9507090
9612015,9501030
9612015,9504147
9612015,9506200
9612015,9512127
9612015,9604127
9706143,9412138
9706143,9208015
9706143,9201061
9706143,9201074
9706143,9207046
9706143,9206044
9706143,9501071
9706143,9205069
9706143,9205089
9706143,9302047
9706143,9605009
9908051,9202052
9908051,9304016
9908051,9905018
9908051,9406208
9908051,9309150
9710007,9410167
9710007,9206026
9710007,9611159
9710007,9610148
9710007,9612080
9710007,9701149
9710007,9701166
9710004,9709013
9710004,9707224
9710004,9602022
9710004,9605150
9710004,9708002
9710004,9512062
9710004,9412184
9710004,9512196
9710004,9512059
9710004,9605184
9710004,9606122
9710005,9704087
9710005,9709228
9710005,9707123
9710005,9511164
9710005,9510086
9710005,9512059
9710005,9611063
9710005,9708085
9710005,9508154
9710005,9611042
9710005,9707259
9710005,9709118
9710005,9704018
9710005,9707217
9710005,9707093
9710005,9705162
9710005,9707158
9710005,9707079
9710005,9707250
9710005,9603126
9710005,9410167
9710005,9709015
9710005,9703166
9710005,9705117
9710005,9705221
9710005,9708037
9710005,9604055
9710005,9704123
9709138,9510224
9709138,9707120
9709138,9401017
9709138,9707099
9709138,9709091
9709138,9703030
9709138,9705116
9709138,9703166
9709138,9606139
9709138,9612238
9709138,9706073
9709138,9704018
9709138,9706050
9709138,9705055
9603017,9206020
9603017,9403137
9603017,9207095
9603017,9206071
9603017,9203054
9603017,9205069
9603017,9205089
9603017,9303049
9603017,9401083
9805045,9710065
9805045,9703166
9805045,9605150
9805045,9802168
9805045,9611042
9805045,9607020
9805045,9610251
9805045,9803131
9805045,9705117
9805045,9712071
9805045,9505105
9805045,9611137
9805045,9512059
9805045,9708005
9805045,9710005
9805045,9705237
9805045,9802068
9805045,9607139
9805045,9705221
9805045,9702198
9805045,9804027
9805047,9604035
9805047,9510086
9805047,9804200
9805047,9804085
9805047,9703052
9805047,9709015
9805047,9508154
9805047,9703030
9805047,9709118
9805047,9711200
9805047,9704018
9805047,9802150
9805047,9712117
9805047,9707093
9805047,9704134
9805047,9705221
9805047,9607026
9805047,9707079
9805047,9707014
9805047,9504047
9805047,9511030
9805047,9605016
9805047,9504027
9805047,9612162
9805047,9603126
9805047,9704041
9805047,9601029
9805047,9803231
9805047,9603109
9805047,9604055
9805047,9706192
9805047,9610082
9805047,9709107
0111149,9905111
0111149,9808049
0111149,0008042
0111149,9710127
0111149,0005007
0111149,0106024
0111149,0008144
0111149,0011094
0111149,0005129
0111149,9701149
0111149,9711200
0111149,0011131
0111149,9802150
0111149,9707236
0111149,0006236
0111149,0006219
0111149,9703127
0111149,9711055
0111149,0103229
0111149,9701037
0111149,9804157
0111149,9908142
0111145,0110215
0111145,0106121
0111145,0110066
0111145,0011218
0111145,0110093
0111145,0007131
0111145,0003160
0111145,9901080
0111145,0008013
0111145,0008042
0111145,0107106
0111145,9910004
0111145,9908142
0111145,0011125
0111145,0008205
0111145,0004013
0111145,0110113
0111145,9912167
0111145,0008075
9904109,9712004
9904109,9812074
9904109,9206026
9904109,9812161
9904109,9708003
9904109,9811101
9904109,9604139
9904109,9512062
9904109,9612121
9904109,9611024
9904109,9804011
9904109,9712017
9904109,9612008
9909085,9810072
9909085,9908142
9909085,9802150
9909085,9806240
9909085,9711200
9909082,9905111
9909082,9805018
9909082,9905104
9909082,9702076
9909082,9705117
9909082,9708005
9909082,9711200
9909082,9907088
9909082,9703040
9909082,9802150
9909082,9805140
9909082,9903049
9909082,9811047
9909082,9803023
9909088,9510097
9909088,9905111
9909088,9806104
9909088,9703134
9909088,9804085
9909088,9806194
9909088,9710046
9909088,9603090
9909088,9809039
9909088,9711200
9909088,9805208
9909088,9903219
9909088,9607026
9909088,9802198
9909088,9812027
9909088,9711053
9909088,9905064
9909088,9507090
9909088,9812073
9909088,9604166
9909088,9704143
9909088,9601029
9909088,9512127
9909088,9903224
9909088,9706192
9909088,9712253
9806021,9803023
9806021,9703040
9806021,9803137
9806021,9803135
9806021,9803167
9806021,9802042
9806021,9805129
9806021,9803131
9806021,9711200
9806021,9803051
9806021,9805112
9806021,9802150
9806021,9805082
9806021,9805156
9806021,9702076
9806026,9805050
9806026,9805165
9806026,9711138
9806026,9802198
9806026,9804129
9806026,9805014
9806026,9405171
9806026,9204099
9806026,9805097
9806026,9804062
9806026,9804111
9806026,9804095
9806026,9803064
9806026,9804159
9806026,9805146
9806026,9804085
9512138,9511058
9512138,9511228
9512138,9508155
9512138,9505162
9512138,9506110
9512138,9511171
9512138,9510182
9512138,9505105
9512138,9510234
9512138,9506091
9512138,9204060
9512138,9507113
9512138,9506075
9512138,9205004
9512139,9207091
9512139,9505162
9512139,9210068
9512139,9505105
9512139,9208029
9512139,9502072
9512139,9204035
9512139,9509160
9512139,9504006
9512139,9211121
9512139,9506075
9606036,9310151
9606036,9502057
9606036,9502077
9606036,9506169
9606036,9301042
9606036,9501030
9606033,9510097
9606033,9603061
9606033,9605085
9606033,9604035
9606033,9604134
9606033,9506200
9606033,9205027
9606033,9602043
9606033,9411187
9606033,9509108
9606033,9512031
9606033,9601177
9606033,9604189
9606033,9604168
9606033,9605077
9606033,9508058
9606033,9605091
9606033,9604166
9606033,9605051
9606033,9604089
9606033,9507090
9606033,9603126
9606033,9603147
9606033,9601029
9606033,9512127
9606033,9604052
9606033,9603109
9607078,9607026
9607078,9510234
9607078,9506110
9607078,9511171
9607078,9603170
9607078,9510182
9607078,9505105
9607078,9606049
9607078,9603108
9607078,9504006
0106004,0009242
0106004,9908189
0106004,9806194
0106004,9812073
0106004,0106005
0106004,9903219
0106004,9911039
0106004,9601029
0106004,0005052
0106004,0101011
0106004,9903224
0106004,0104202
0106004,0105200
0106004,9909110
0106004,0105217
0106004,0005152
0106004,0105283
0106004,0009107
0106004,9907178
0106004,0103033
0102188,0003007
0102188,0102092
0102188,9908142
0102188,0010113
0102188,0011244
0102188,9211035
0102188,9311100
0102188,0102137
0102188,9910004
0102188,0007140
0102188,0102016
0102188,0004147
0102188,0006114
0102188,0012266
0102188,0008075
0102185,0004103
0102185,0011023
0102185,0010088
0102185,9808075
0102185,0007191
0102185,9802042
0102185,9711042
0102185,9907219
0102185,9810244
0102185,0002159
0102185,9711200
0102185,0101043
0102185,0101096
0102185,9904198
0102185,0012011
0102185,9802150
0102185,0101020
0102185,0010282
0102185,9807080
0102183,0009030
0102183,0010269
0102183,0012251
0102183,0006120
0102183,0011017
0102183,0012007
0102183,9207094
0102183,0012141
0102183,0102122
0102183,9810188
0102183,0010108
0102183,0009112
0102183,0009246
0102183,9912249
0102183,0001201
9804051,9701037
9804051,9802032
9804051,9707110
9804051,9705064
9804051,9610148
9804051,9701149
9804051,9612080
9804051,9701127
9804051,9201020
9804051,9803041
9804051,9203051
9804051,9611159
9804051,9712059
0111002,0003025
0111002,0101211
0111002,9703210
0111002,0110172
0111002,9711069
0111002,9611050
0111002,9801182
0111002,0103183
0111002,9801020
0111002,0110219
0111002,9908040
0111002,0012234
0111002,9805112
0111002,0106234
0111002,0003037
0111002,9605042
0111002,9806199
0111002,0108152
0111002,0003057
0111002,0101145
9804056,9707087
9804056,9410167
9804056,9609204
9804056,9607032
9804056,9702103
9804056,9712004
9804056,9802042
9804056,9612202
9804056,9711200
9804056,9502072
9804056,9802150
9804056,9701088
9804056,9612105
9804056,9605032
9804056,9611014
9804056,9803039
9804058,9803119
9804058,9803138
9804058,9803111
9804058,9803135
9804058,9803131
9804058,9803090
9804058,9804006
9804058,9702103
9804058,9711138
9804058,9702076
9804058,9711200
9804058,9803137
9804058,9803220
9804058,9802150
9804058,9803167
9804058,9803061
9804058,9802042
9804058,9803109
9804058,9803028
9804058,9803023
9804058,9803263
9804058,9708005
9804058,9802047
9804058,9803085
9804058,9204004
9804058,9803001
9804058,9803051
9804058,9711035
9804058,9804019
9804058,9703040
9804058,9803060
9804058,9803231
9804058,9803171
9804058,9803251
9804058,9803076
9804058,9803077
9804058,9803214
9804058,9803039
9907200,9812062
9907200,9806194
9907200,9902098
9907200,9608078
9907200,9502162
9907200,9407190
9907200,9906013
9907206,9606136
9907206,9905111
9907206,9902210
9907206,9703166
9907206,9604035
9907206,9902208
9907206,9711200
9907206,9802067
9907206,9803167
9907206,9903038
9907206,9902045
0009156,9907079
0009156,0006066
0009156,0002172
0009156,9905111
0009156,9906201
0009156,0007191
0009156,0001159
0009156,9909134
0009156,9909070
0009156,0003136
0009156,0004111
0009156,9711200
0009156,9902125
0009156,0002126
0009156,0008081
0009156,0006048
0009156,9906194
0009156,0003116
0009156,9909041
0009156,9909047
0009156,9812089
0009156,9912132
0009156,0002160
0009156,9802150
0009156,9903026
0009156,9904017
0009156,0001193
0009156,0008076
0009156,0007211
0009156,0003147
0009156,9902074
0009156,0008112
0009156,9903109
0009156,0004063
0009156,9812038
0009156,0004148
0009156,9804058
0009156,0002226
0009156,9907070
0009156,9611014
0009156,9911161
0009152,9603029
0009152,9806075
0009152,9909209
0009152,9406208
0009152,9210045
0009152,9301102
0009152,9404140
0009152,9205043
0009152,9911242
9906151,9905111
9906151,9905174
9906151,9811047
9906151,9804182
9906151,9901121
9906151,9804083
9906151,9903196
9906151,9702076
9906151,9711200
9906151,9903094
9906151,9802150
9906151,9805082
9906151,9602064
9906151,9604065
9906151,9905020
9906151,9803028
9906151,9610172
9906151,9803023
9906151,9708005
9906151,9807098
9906151,9905085
9906151,9807097
9906151,9809100
9906151,9804019
9906151,9703040
9906151,9803171
9906151,9811152
9906151,9805140
9906151,9804058
9906151,9811257
9906154,9806194
9906154,9806195
9906154,9806113
9906154,9805182
9906154,9711200
9906154,9903224
9906154,9204099
9906154,9802150
9906154,9903219
9906154,9812175
9906154,9804085
9705120,9703211
9705120,9704127
9705120,9608024
9705120,9611042
9705120,9604035
9705120,9703031
9705120,9702108
9705120,9611050
9705120,9612164
9705120,9612087
9705120,9704018
9705120,9604091
9705120,9705053
9705120,9704134
9705120,9612223
9705120,9705107
0211075,0211009
0211075,0210183
0211075,0209085
0211075,0103067
0211075,0210148
0211075,9811131
0211075,0210281
0211075,0210239
0211075,0206255
0211075,9402044
0211075,0210238
0211075,0208048
0211075,0008142
0211075,0210135
0211075,0207106
0003198,9611090
0003198,9510129
0003198,9511228
0003198,9703072
0003198,9508155
0003198,9505162
0003198,9610151
0003198,9703166
0003198,9604034
0003198,9811217
0003198,9609239
0003198,9604004
0003198,9505105
0003198,9706110
0003198,9502072
0003198,9612052
0003198,0002222
0003198,9605032
0003198,9902055
0003198,9807096
0003198,9606191
0003169,9806169
0003169,9610148
0003169,9912086
0003169,9906041
0003169,9906142
0003169,9710065
0003169,9701149
0003169,9611230
0003169,9805065
0003169,9701166
0003169,9708003
0003169,9511030
0003169,9809045
0003169,9703127
0003169,9711055
0003169,9612121
0003169,9905144
0003169,9701037
0003169,9609217
0003169,9705162
0003169,9412184
0003169,9804157
0003169,9804115
0003168,9608019
0003168,9702110
0003168,9506126
0003168,9205009
0003168,9906148
0003168,9606036
0003168,9808101
0003161,9805018
0003161,9904042
0003161,9808188
0003161,9709220
0003161,9711200
0003161,9903025
0003161,9903022
0003161,9608024
0003161,9903049
0003161,9812239
0003161,9810075
0003160,0003007
0003160,9903107
0003160,0003145
0003160,0002186
0003160,0002067
0003160,0002158
0003160,9910004
0003160,9911041
0003160,0004147
0003160,9802068
0003160,9912167
0003160,9912140
9807173,9510097
9807173,9708055
9807173,9806104
9807173,9802147
9807173,9803090
9807173,9710244
9807173,9807080
9807173,9804085
9807173,9806194
9807173,9602043
9807173,9604052
9807173,9711089
9807173,9512031
9807173,9711200
9807173,9601177
9807173,9803167
9807173,9803039
9807173,9803061
9807173,9803109
9807173,9603037
9807173,9506057
9807173,9805050
9807173,9806087
9807173,9706192
9807173,9601029
9807173,9412184
9807173,9803231
9807173,9603109
9807173,9804111
9807173,9807008
9807173,9804159
9807173,9803259
9807171,9610250
9807171,9710027
9807171,9707250
9807171,9711138
9807171,9711043
9807171,9304159
9807171,9802067
9807171,9707093
9807171,9705221
9807171,9707079
9807171,9604035
9807171,9709091
9807171,9710231
9807171,9801049
9807171,9709062
9807171,9801048
9807171,9703166
9807171,9705116
9807171,9705117
9807171,9701166
9807171,9712004
9807171,9804159
9807171,9803259
9807171,9612095
